证券代码,股票代码,证券名称,公司中文名称,公司英文名称,股票种类,是否上市
002281.SZ,2281,光迅科技,武汉光迅科技股份有限公司,"Accelink Technologies Co.,Ltd.",A股,上市
002282.SZ,2282,博深股份,博深股份有限公司,"BOSUN Co.,Ltd.",A股,上市
002283.SZ,2283,天润工业,天润工业技术股份有限公司,"Tianrun Industry Technology Co., Ltd.",A股,上市
002284.SZ,2284,亚太股份,浙江亚太机电股份有限公司,"ZHEJIANG ASIA-PACIFIC MECHANICAL & ELECTRONIC CO.,LTD",A股,上市
002285.SZ,2285,世联行,深圳世联行集团股份有限公司,SHENZHEN WORLDUNION GROUP INCORPORATED,A股,上市
002286.SZ,2286,保龄宝,保龄宝生物股份有限公司,"BAOLINGBAO BIOLOGY CO.,LTD.",A股,上市
002287.SZ,2287,奇正藏药,西藏奇正藏药股份有限公司,"Tibet Cheezheng Tibetan Medicine Co.,Ltd.",A股,上市
002288.SZ,2288,超华科技,广东超华科技股份有限公司,"Guangdong Chaohua Technology Co.,Ltd.",A股,上市
002289.SZ,2289,宇顺电子,深圳市宇顺电子股份有限公司,"Shenzhen Success Electronics Co., Ltd",A股,上市
002290.SZ,2290,禾盛新材,苏州禾盛新型材料股份有限公司,"Suzhou Hesheng Special Material CO.,LTD.",A股,上市
002291.SZ,2291,星期六,星期六股份有限公司,"SATURDAY CO.,LTD",A股,上市
002292.SZ,2292,奥飞娱乐,奥飞娱乐股份有限公司,Alpha Group,A股,上市
002293.SZ,2293,罗莱生活,罗莱生活科技股份有限公司,"LuoLai Lifestyle Technology Co.,LTD.",A股,上市
002294.SZ,2294,信立泰,深圳信立泰药业股份有限公司,"SHENZHEN SALUBRIS PHARMACEUTICALS CO., LTD.",A股,上市
002295.SZ,2295,精艺股份,广东精艺金属股份有限公司,"Guangdong JingYi Metal CO.,Ltd.",A股,上市
002296.SZ,2296,辉煌科技,河南辉煌科技股份有限公司,"HeNan Splendor Science & Technology Co., Ltd.",A股,上市
002297.SZ,2297,博云新材,湖南博云新材料股份有限公司,"Hunan Boyun New Materials Co.,Ltd.",A股,上市
002298.SZ,2298,中电兴发,安徽中电兴发与鑫龙科技股份有限公司,"Anhui Sinonet & Xinlong Science & Technology Co., Ltd.",A股,上市
002299.SZ,2299,圣农发展,福建圣农发展股份有限公司,"Fujian Sunner Development Co.,Ltd.",A股,上市
002300.SZ,2300,太阳电缆,福建南平太阳电缆股份有限公司,"Fujian Nanping Sun Cable Co., Ltd.",A股,上市
002301.SZ,2301,齐心集团,深圳齐心集团股份有限公司,"Shenzhen Comix Group Co., Ltd.",A股,上市
002302.SZ,2302,西部建设,中建西部建设股份有限公司,"China West Construction Group Co., ltd",A股,上市
002303.SZ,2303,美盈森,美盈森集团股份有限公司,"MYS Group Co., Ltd.",A股,上市
002304.SZ,2304,洋河股份,江苏洋河酒厂股份有限公司,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd.",A股,上市
002305.SZ,2305,南国置业,南国置业股份有限公司,"Langold Real Estate Co., Ltd.",A股,上市
002306.SZ,2306,中科云网,中科云网科技集团股份有限公司,"Cloud Live Technology Group Co.,Ltd.",A股,上市
002307.SZ,2307,北新路桥,新疆北新路桥集团股份有限公司,"Xinjiang Beixin Road & Bridge Group Co., Ltd.",A股,上市
002308.SZ,2308,威创股份,威创集团股份有限公司,"Vtron Group Co.,Ltd.",A股,上市
002309.SZ,2309,ST中利,江苏中利集团股份有限公司,"Jiangsu Zhongli Group Co.,Ltd",A股,上市
002310.SZ,2310,东方园林,北京东方园林环境股份有限公司,"Beijing Orient Landscape & Environment Co.,Ltd.",A股,上市
002311.SZ,2311,海大集团,广东海大集团股份有限公司,"Guangdong Haid Group Co.,Limited",A股,上市
002312.SZ,2312,川发龙蟒,四川发展龙蟒股份有限公司,"Sichuan Development Lomon Co.,Ltd",A股,上市
002313.SZ,2313,*ST日海,日海智能科技股份有限公司,"Sunsea AIoT Technology Co., Ltd.",A股,上市
002314.SZ,2314,南山控股,深圳市新南山控股(集团)股份有限公司,"Shenzhen New Nanshan Holding (Group) Co.,Ltd.",A股,上市
002315.SZ,2315,焦点科技,焦点科技股份有限公司,"Focus Technology Co., Ltd.",A股,上市
002316.SZ,2316,*ST亚联,深圳亚联发展科技股份有限公司,"Shenzhen Asia Link Technology Development Co.,Ltd.",A股,上市
002317.SZ,2317,众生药业,广东众生药业股份有限公司,"Guangdong Zhongsheng Pharmaceutical Co.,Ltd.",A股,上市
002318.SZ,2318,久立特材,浙江久立特材科技股份有限公司,"Zhejiang Jiuli Hi-tech Metals Co., Ltd.",A股,上市
002319.SZ,2319,乐通股份,珠海市乐通化工股份有限公司,"Letong Chemical Co.,Ltd.",A股,上市
002320.SZ,2320,海峡股份,海南海峡航运股份有限公司,"Hainan Strait Shipping Co.,Ltd.",A股,上市
002321.SZ,2321,*ST华英,河南华英农业发展股份有限公司,Henan Huaying Agricultural Development Co. Ltd.,A股,上市
002322.SZ,2322,理工能科,宁波理工环境能源科技股份有限公司,"Ningbo Ligong Environment And Energy Technology Co.,Ltd.",A股,上市
002323.SZ,2323,雅博股份,山东雅博科技股份有限公司,"Shandong Yabo Technology CO.,LTD.",A股,上市
002324.SZ,2324,普利特,上海普利特复合材料股份有限公司,"Shanghai Pret Composites Co.,Ltd.",A股,上市
002325.SZ,2325,洪涛股份,深圳洪涛集团股份有限公司,"SHENZHEN HONGTAO GROUP CO.,LTD.",A股,上市
002326.SZ,2326,永太科技,浙江永太科技股份有限公司,"Zhejiang Yongtai Technology Co ., Ltd.",A股,上市
002327.SZ,2327,富安娜,深圳市富安娜家居用品股份有限公司,"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd.",A股,上市
002328.SZ,2328,新朋股份,上海新朋实业股份有限公司,"Shanghai Xinpeng Industry Co., Ltd.",A股,上市
002329.SZ,2329,皇氏集团,皇氏集团股份有限公司,"Royal Group Co.,Ltd.",A股,上市
002330.SZ,2330,得利斯,山东得利斯食品股份有限公司,"Shandong Delisi Food Co.,Ltd.",A股,上市
002331.SZ,2331,皖通科技,安徽皖通科技股份有限公司,"Anhui Wantong Technology Co.,Ltd.",A股,上市
002332.SZ,2332,仙琚制药,浙江仙琚制药股份有限公司,"Zhejiang Xianju Pharmaceutical Co., Ltd.",A股,上市
002333.SZ,2333,罗普斯金,中亿丰罗普斯金材料科技股份有限公司,"ZYF Lopsking Material Technology Co.,Ltd.",A股,上市
002334.SZ,2334,英威腾,深圳市英威腾电气股份有限公司,"Shenzhen Invt Electric Co., Ltd.",A股,上市
002335.SZ,2335,科华数据,科华数据股份有限公司,"KEHUA DATA CO., LTD.",A股,上市
002336.SZ,2336,人人乐,人人乐连锁商业集团股份有限公司,"Renrenle Commercial Group Co.,Ltd.",A股,上市
002337.SZ,2337,赛象科技,天津赛象科技股份有限公司,"Tianjin Saixiang Technology Co.,Ltd.",A股,上市
002338.SZ,2338,奥普光电,长春奥普光电技术股份有限公司,"Changchun UP Optotech CO.,LTD",A股,上市
002339.SZ,2339,积成电子,积成电子股份有限公司,"Integrated Electronic Systems Lab Co.,Ltd.",A股,上市
002340.SZ,2340,格林美,格林美股份有限公司,"GEM Co.,Ltd",A股,上市
002341.SZ,2341,新纶新材,新纶新材料股份有限公司,"Xinlun New Materials Co., Ltd.",A股,上市
002342.SZ,2342,巨力索具,巨力索具股份有限公司,"Juli Sling Co., Ltd.",A股,上市
002343.SZ,2343,慈文传媒,慈文传媒股份有限公司,"Ciwen Media Co.,Ltd.",A股,上市
002344.SZ,2344,海宁皮城,海宁中国皮革城股份有限公司,"Haining China Leather Market Co.,Ltd.",A股,上市
002345.SZ,2345,潮宏基,广东潮宏基实业股份有限公司,"GUANGDONG CHJ INDUSTRY CO.,LTD.",A股,上市
002346.SZ,2346,柘中股份,上海柘中集团股份有限公司,"Shanghai Zhezhong Group Co., Ltd.",A股,上市
002347.SZ,2347,泰尔股份,泰尔重工股份有限公司,"Taier Heavy Industry Co., Ltd.",A股,上市
002348.SZ,2348,高乐股份,广东高乐股份有限公司,"Goldlok Holdings(Guangdong) Co.,Ltd.",A股,上市
002349.SZ,2349,精华制药,精华制药集团股份有限公司,"JINGHUA PHARMACEUTICAL GROUP CO., LTD.",A股,上市
002350.SZ,2350,北京科锐,北京科锐配电自动化股份有限公司,"Beijing Creative Distribution Automation Co.,Ltd.",A股,上市
002351.SZ,2351,漫步者,深圳市漫步者科技股份有限公司,"Edifier Technology Co.,Ltd.",A股,上市
002352.SZ,2352,顺丰控股,顺丰控股股份有限公司,"S.F. Holding Co., Ltd.",A股,上市
002353.SZ,2353,杰瑞股份,烟台杰瑞石油服务集团股份有限公司,"Yantai Jereh Oilfield Services Group Co., Ltd.",A股,上市
002354.SZ,2354,天娱数科,天娱数字科技(大连)集团股份有限公司,"Tianyu Digital Technology (Dalian) Group Co.,Ltd.",A股,上市
002355.SZ,2355,兴民智通,兴民智通(集团)股份有限公司,"Xingmin Intelligent Transportation Systems (Group) Co., Ltd.",A股,上市
002356.SZ,2356,*ST赫美,深圳赫美集团股份有限公司,"Shenzhen Hemei Group Co.,Ltd.",A股,上市
002357.SZ,2357,富临运业,四川富临运业集团股份有限公司,"Sichuan Fulin Transportation Group Co.,Ltd.",A股,上市
002358.SZ,2358,ST森源,河南森源电气股份有限公司,"Henan Senyuan Electric Co.,Ltd.",A股,上市
002360.SZ,2360,同德化工,山西同德化工股份有限公司,"Shanxi Tond Chemical Co.,Ltd.",A股,上市
002361.SZ,2361,神剑股份,安徽神剑新材料股份有限公司,"Anhui Shenjian New Materials Co.,Ltd.",A股,上市
002362.SZ,2362,汉王科技,汉王科技股份有限公司,"Hanwang Technology Co.,Ltd.",A股,上市
002363.SZ,2363,隆基机械,山东隆基机械股份有限公司,"Shandong Longji Machinery Co., Ltd.",A股,上市
002364.SZ,2364,中恒电气,杭州中恒电气股份有限公司,"Hangzhou Zhongheng Electric Co., Ltd.",A股,上市
002365.SZ,2365,永安药业,潜江永安药业股份有限公司,"Qianjiang Yongan Pharmaceutical Co.,Ltd.",A股,上市
002366.SZ,2366,*ST海核,台海玛努尔核电设备股份有限公司,"Taihai Manoir Nuclear Equipment Co.,Ltd.",A股,上市
002367.SZ,2367,康力电梯,康力电梯股份有限公司,"Canny Elevator Co.,Ltd.",A股,上市
002368.SZ,2368,太极股份,太极计算机股份有限公司,Taiji Computer Corporation Limited,A股,上市
002369.SZ,2369,卓翼科技,深圳市卓翼科技股份有限公司,"Shenzhen Zowee Technology. Co., Ltd.",A股,上市
002370.SZ,2370,亚太药业,浙江亚太药业股份有限公司,"Zhejiang Yatai Pharmaceutical Co.,Ltd.",A股,上市
002371.SZ,2371,北方华创,北方华创科技集团股份有限公司,"NAURA Technology Group Co.,Ltd.",A股,上市
002372.SZ,2372,伟星新材,浙江伟星新型建材股份有限公司,"Zhejiang Weixing New Building Materials Co.,Ltd.",A股,上市
002373.SZ,2373,千方科技,北京千方科技股份有限公司,"China TransInfo Technology Co., Ltd",A股,上市
002374.SZ,2374,中锐股份,山东中锐产业发展股份有限公司,"Shandong Chiway Industry Development Co.,Ltd",A股,上市
002375.SZ,2375,亚厦股份,浙江亚厦装饰股份有限公司,"Zhejiang Yasha Decoration Co.,Ltd.",A股,上市
002376.SZ,2376,新北洋,山东新北洋信息技术股份有限公司,"Shandong New Beiyang Information Technology Co., Ltd.",A股,上市
002377.SZ,2377,国创高新,湖北国创高新材料股份有限公司,"Hubei Guochuang Hi-tech Material Co.,Ltd.",A股,上市
002378.SZ,2378,章源钨业,崇义章源钨业股份有限公司,"Chongyi Zhangyuan Tungsten Co.,Ltd.",A股,上市
002379.SZ,2379,宏创控股,山东宏创铝业控股股份有限公司,Shandong Hongchuang Aluminum Industry Holding Company Limited,A股,上市
002380.SZ,2380,科远智慧,南京科远智慧科技集团股份有限公司,"Nanjing Sciyon Wisdom Technology Group Co., Ltd.",A股,上市
002381.SZ,2381,双箭股份,浙江双箭橡胶股份有限公司,"ZHEJIANG DOUBLE ARROW RUBBER CO., LTD.",A股,上市
002382.SZ,2382,蓝帆医疗,蓝帆医疗股份有限公司,"Blue Sail Medical Co.,Ltd.",A股,上市
002383.SZ,2383,合众思壮,北京合众思壮科技股份有限公司,"Beijing UniStrong Science & Technology CO.,LTD",A股,上市
002384.SZ,2384,东山精密,苏州东山精密制造股份有限公司,"Suzhou Dongshan Precision Manufacturing Co.,Ltd.",A股,上市
002385.SZ,2385,大北农,北京大北农科技集团股份有限公司,"Beijing Dabeinong Technology Group Co.,Ltd",A股,上市
002386.SZ,2386,天原股份,宜宾天原集团股份有限公司,"Yibin Tianyuan Group Co.,Ltd.",A股,上市
002387.SZ,2387,维信诺,维信诺科技股份有限公司,Visionox Technology Inc.,A股,上市
002388.SZ,2388,新亚制程,新亚电子制程(广东)股份有限公司,"Sunyes Electronic Manufacturing(Guangdong)Holding Co.,Ltd.",A股,上市
002389.SZ,2389,航天彩虹,航天彩虹无人机股份有限公司,"Aerospace CH UAV Co.,Ltd",A股,上市
002390.SZ,2390,信邦制药,贵州信邦制药股份有限公司,"Guizhou Xinbang Pharmaceutical Co.,Ltd.",A股,上市
002391.SZ,2391,长青股份,江苏长青农化股份有限公司,"Jiangsu Changqing Agrochemical Co.,Ltd",A股,上市
002392.SZ,2392,北京利尔,北京利尔高温材料股份有限公司,"Beijing Lier High-temperature Materials Co.,Ltd.",A股,上市
002393.SZ,2393,力生制药,天津力生制药股份有限公司,"Tianjin Lisheng Pharmaceutical Co.,Ltd.",A股,上市
002394.SZ,2394,联发股份,江苏联发纺织股份有限公司,"Jiangsu Lianfa Textile Co., Ltd.",A股,上市
002395.SZ,2395,双象股份,无锡双象超纤材料股份有限公司,"Wuxi Double Elephant Micro Fibre Material Co.,Ltd",A股,上市
002396.SZ,2396,星网锐捷,福建星网锐捷通讯股份有限公司,"Fujian Star-net Communication Co.,Ltd.",A股,上市
002397.SZ,2397,梦洁股份,湖南梦洁家纺股份有限公司,"Hunan Mendale Hometextile Co.,Ltd.",A股,上市
002398.SZ,2398,垒知集团,垒知控股集团股份有限公司,"LETS HOLDINGS GROUP CO.,LTD.",A股,上市
002399.SZ,2399,海普瑞,深圳市海普瑞药业集团股份有限公司,"Shenzhen Hepalink Pharmaceutical Group Co.,Ltd.",A股,上市
002400.SZ,2400,省广集团,广东省广告集团股份有限公司,"Guangdong Advertising Group Co.,Ltd",A股,上市
002401.SZ,2401,中远海科,中远海运科技股份有限公司,"COSCO SHIPPING Technology Co., Ltd.",A股,上市
002402.SZ,2402,和而泰,深圳和而泰智能控制股份有限公司,"Shenzhen H&T Intelligent Control Co., Ltd.",A股,上市
002403.SZ,2403,爱仕达,爱仕达股份有限公司,"AISHIDA CO.,LTD.",A股,上市
002404.SZ,2404,嘉欣丝绸,浙江嘉欣丝绸股份有限公司,"Zhejiang Jiaxin Silk Corp.,Ltd.",A股,上市
002405.SZ,2405,四维图新,北京四维图新科技股份有限公司,"NavInfo Co., Ltd.",A股,上市
002406.SZ,2406,远东传动,许昌远东传动轴股份有限公司,"Xuchang Yuandong Drive Shaft Co.,Ltd.",A股,上市
002407.SZ,2407,多氟多,多氟多新材料股份有限公司,"Do-Fluoride New Materials Co., Ltd.",A股,上市
002408.SZ,2408,齐翔腾达,淄博齐翔腾达化工股份有限公司,"Zibo Qixiang Tengda Chemical Co., Ltd.",A股,上市
002409.SZ,2409,雅克科技,江苏雅克科技股份有限公司,"Jiangsu Yoke Technology Co.,Ltd",A股,上市
002410.SZ,2410,广联达,广联达科技股份有限公司,Glodon Company Limited,A股,上市
002411.SZ,2411,延安必康,延安必康制药股份有限公司,YanAn Bicon Pharmaceutical Listed Company,A股,上市
002412.SZ,2412,汉森制药,湖南汉森制药股份有限公司,"Hunan Hansen Pharmaceutical Co., Ltd.",A股,上市
002413.SZ,2413,雷科防务,江苏雷科防务科技股份有限公司,"Jiangsu Leike Defense Technology Co., Ltd.",A股,上市
002414.SZ,2414,高德红外,武汉高德红外股份有限公司,"Wuhan Guide Infrared Co., Ltd.",A股,上市
002415.SZ,2415,海康威视,杭州海康威视数字技术股份有限公司,"HANGZHOU HIKVISION DIGITAL TECHNOLOGY CO., LTD.",A股,上市
002416.SZ,2416,爱施德,深圳市爱施德股份有限公司,"Shenzhen Aisidi Co., LTD.",A股,上市
002417.SZ,2417,*ST深南,深南金科股份有限公司,"Suna Co.,Ltd",A股,上市
002418.SZ,2418,康盛股份,浙江康盛股份有限公司,"Zhe Jiang Kangsheng Co., Ltd.",A股,上市
002419.SZ,2419,天虹股份,天虹数科商业股份有限公司,"RAINBOW DIGITAL COMMERCIAL CO., LTD",A股,上市
002420.SZ,2420,毅昌科技,广州毅昌科技股份有限公司,"Guangzhou Echom Sci.&Tech. Co,. Ltd.",A股,上市
002421.SZ,2421,达实智能,深圳达实智能股份有限公司,"Shenzhen Das Intellitech Co., Ltd.",A股,上市
002422.SZ,2422,科伦药业,四川科伦药业股份有限公司,"Sichuan Kelun Pharmaceutical Co., Ltd.",A股,上市
002423.SZ,2423,中粮资本,中粮资本控股股份有限公司,"COFCO CAPITAL HOLDINGS CO.,LTD.",A股,上市
002424.SZ,2424,贵州百灵,贵州百灵企业集团制药股份有限公司,"Guizhou Bailing Group Pharmaceutical Co., Ltd",A股,上市
002425.SZ,2425,凯撒文化,凯撒(中国)文化股份有限公司,"Kaiser (China) Culture Co.,Ltd.",A股,上市
002426.SZ,2426,胜利精密,苏州胜利精密制造科技股份有限公司,"Suzhou Victory Precision Manufacture Co.,Ltd.",A股,上市
002427.SZ,2427,*ST尤夫,浙江尤夫高新纤维股份有限公司,"ZHEJIANG UNIFULL INDUSTRIAL FIBRE CO.,LTD",A股,上市
002428.SZ,2428,云南锗业,云南临沧鑫圆锗业股份有限公司,"Yunnan Lincang Xinyuan Germanium Industry Co.,LTD",A股,上市
002429.SZ,2429,兆驰股份,深圳市兆驰股份有限公司,"Shenzhen MTC Co.,Ltd.",A股,上市
002430.SZ,2430,杭氧股份,杭氧集团股份有限公司,"HANGZHOU OXYGEN PLANT GROUP CO., LTD.",A股,上市
002431.SZ,2431,棕榈股份,棕榈生态城镇发展股份有限公司,"PALM ECO-TOWN DEVELOPMENT CO.,LTD.",A股,上市
002432.SZ,2432,九安医疗,天津九安医疗电子股份有限公司,"Andon Health Co.,Ltd.",A股,上市
002433.SZ,2433,太安堂,广东太安堂药业股份有限公司,"Guangdong Taiantang Pharmaceutical Co., Ltd.",A股,上市
002434.SZ,2434,万里扬,浙江万里扬股份有限公司,"Zhejiang Wanliyang Co., Ltd.",A股,上市
002435.SZ,2435,长江健康,长江润发健康产业股份有限公司,"ChangjiangRunfa Health Industry Co.,Ltd.",A股,上市
002436.SZ,2436,兴森科技,深圳市兴森快捷电路科技股份有限公司,Shenzhen Fastprint Circuit Tech Co.Ltd,A股,上市
002437.SZ,2437,誉衡药业,哈尔滨誉衡药业股份有限公司,"Harbin Gloria Pharmaceuticals Co., Ltd.",A股,上市
002438.SZ,2438,江苏神通,江苏神通阀门股份有限公司,"Jiangsu Shentong Valve Co.,Ltd.",A股,上市
