证券代码,股票代码,证券名称,公司中文名称,公司英文名称,股票种类,是否上市
300760.SZ,300760,迈瑞医疗,深圳迈瑞生物医疗电子股份有限公司,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",A股,上市
300761.SZ,300761,立华股份,江苏立华牧业股份有限公司,"JIANGSU LIHUA ANIMAL HUSBANDRY CO., LTD.",A股,上市
300762.SZ,300762,上海瀚讯,上海瀚讯信息技术股份有限公司,"Jushri Technologies, Inc",A股,上市
300763.SZ,300763,锦浪科技,锦浪科技股份有限公司,"Ginlong Technologies Co.,Ltd",A股,上市
300765.SZ,300765,新诺威,石药集团新诺威制药股份有限公司,"CSPC Innovation Pharmaceutical Co.,Ltd.",A股,上市
300766.SZ,300766,每日互动,每日互动股份有限公司,"Merit Interactive Co.,Ltd.",A股,上市
300767.SZ,300767,震安科技,震安科技股份有限公司,"QuakeSafe Technologies Co., Ltd.",A股,上市
300768.SZ,300768,迪普科技,杭州迪普科技股份有限公司,"Hangzhou DPtech Technologies Co.,Ltd.",A股,上市
300769.SZ,300769,德方纳米,深圳市德方纳米科技股份有限公司,"Shenzhen Dynanonic Co., Ltd.",A股,上市
300770.SZ,300770,新媒股份,广东南方新媒体股份有限公司,"Guangdong South New Media Co.,Ltd.",A股,上市
300771.SZ,300771,智莱科技,深圳市智莱科技股份有限公司,"Shenzhen Zhilai Sci and Tech Co., Ltd.",A股,上市
300772.SZ,300772,运达股份,浙江运达风电股份有限公司,"Zhejiang Windey Co.,Ltd",A股,上市
300773.SZ,300773,拉卡拉,拉卡拉支付股份有限公司,"Lakala Payment Co., Ltd.",A股,上市
300774.SZ,300774,倍杰特,倍杰特集团股份有限公司,"BGT Group Co., Ltd.",A股,上市
300775.SZ,300775,三角防务,西安三角防务股份有限公司,"Xi'an Triangle Defense Co.,Ltd.",A股,上市
300776.SZ,300776,帝尔激光,武汉帝尔激光科技股份有限公司,"Wuhan DR Laser Technology Corp., Ltd.",A股,上市
300777.SZ,300777,中简科技,中简科技股份有限公司,"Sinofibers Technology Co.,Ltd.",A股,上市
300778.SZ,300778,新城市,深圳市新城市规划建筑设计股份有限公司,"SHENZHEN NEW LAND TOOL PLANNING &ARCHITECTURAL DESIGN CO., LTD.",A股,上市
300779.SZ,300779,惠城环保,青岛惠城环保科技股份有限公司,"Qingdao Huicheng Environmental Technology Co., Ltd.",A股,上市
300780.SZ,300780,德恩精工,四川德恩精工科技股份有限公司,"Sichuan Dawn Precision Technology Co.,Ltd.",A股,上市
300781.SZ,300781,因赛集团,广东因赛品牌营销集团股份有限公司,"Guangdong Insight Brand Marketing Group Co., Ltd.",A股,上市
300782.SZ,300782,卓胜微,江苏卓胜微电子股份有限公司,Maxscend Microelectronics Company Limited,A股,上市
300783.SZ,300783,三只松鼠,三只松鼠股份有限公司,Three Squirrels Inc.,A股,上市
300785.SZ,300785,值得买,北京值得买科技股份有限公司,"Beijing Zhidemai Technology Co., Ltd.",A股,上市
300786.SZ,300786,国林科技,青岛国林环保科技股份有限公司,"QINGDAO GUOLIN ENVIRONMENTAL TECHNOLOGY CO., LTD.",A股,上市
300787.SZ,300787,海能实业,安福县海能实业股份有限公司,Anfu CE LINK Limited,A股,上市
300788.SZ,300788,中信出版,中信出版集团股份有限公司,Citic Press Corporation,A股,上市
300789.SZ,300789,唐源电气,成都唐源电气股份有限公司,"Chengdu TangYuan Electric Co.,Ltd.",A股,上市
300790.SZ,300790,宇瞳光学,东莞市宇瞳光学科技股份有限公司,"DongGuan YuTong Optical Technology Co.,Ltd.",A股,上市
300791.SZ,300791,仙乐健康,仙乐健康科技股份有限公司,"Sirio Pharma Co., Ltd.",A股,上市
300792.SZ,300792,壹网壹创,杭州壹网壹创科技股份有限公司,HANGZHOU ONECHANCE TECH CORP.,A股,上市
300793.SZ,300793,佳禾智能,佳禾智能科技股份有限公司,"Cosonic Intelligent Technologies Co., Ltd.",A股,上市
300795.SZ,300795,米奥会展,浙江米奥兰特商务会展股份有限公司,Zhejiang Meorient Commerce & Exhibition Inc.,A股,上市
300796.SZ,300796,贝斯美,绍兴贝斯美化工股份有限公司,"BSM CHEMICAL CO.,LTD.",A股,上市
300797.SZ,300797,钢研纳克,钢研纳克检测技术股份有限公司,"NCS TESTING TECHNOLOGY CO., LTD.",A股,上市
300798.SZ,300798,锦鸡股份,江苏锦鸡实业股份有限公司,"JiangSu Jinji Industrial Co., Ltd.",A股,上市
300799.SZ,300799,左江科技,北京左江科技股份有限公司,"Beijing Zuojiang Technology Co., Ltd.",A股,上市
300800.SZ,300800,力合科技,力合科技(湖南)股份有限公司,"Lihe Technology (Hunan) Co., Ltd.",A股,上市
300801.SZ,300801,泰和科技,山东泰和水处理科技股份有限公司,"Shandong Taihe Water Treatment Technologies CO., Ltd.",A股,上市
300802.SZ,300802,矩子科技,上海矩子科技股份有限公司,"Jutze Intelligent Technology Co., Ltd.",A股,上市
300803.SZ,300803,指南针,北京指南针科技发展股份有限公司,"Beijing Compass Technology Development Co., Ltd.",A股,上市
300805.SZ,300805,电声股份,广东电声市场营销股份有限公司,"GUANGDONG BRANDMAX MARKETING CO.,LTD.",A股,上市
300806.SZ,300806,斯迪克,江苏斯迪克新材料科技股份有限公司,"Jiangsu Sidike New Materials Science & Technology Co., Ltd.",A股,上市
300807.SZ,300807,天迈科技,郑州天迈科技股份有限公司,"Zhengzhou Tiamaes Technology Co.,Ltd.",A股,上市
300808.SZ,300808,久量股份,广东久量股份有限公司,"Guangdong DP Co.,Ltd.",A股,上市
300809.SZ,300809,华辰装备,华辰精密装备(昆山)股份有限公司,"Hiecise Precision Equipment Co.,Ltd.",A股,上市
300810.SZ,300810,中科海讯,北京中科海讯数字科技股份有限公司,"Beijing Zhongkehaixun Digital S&T Co.,Ltd.",A股,上市
300811.SZ,300811,铂科新材,深圳市铂科新材料股份有限公司,"POCO Holding Co., Ltd.",A股,上市
300812.SZ,300812,易天股份,深圳市易天自动化设备股份有限公司,"Shenzhen Etmade Automatic Equipment Co., Ltd.",A股,上市
300813.SZ,300813,泰林生物,浙江泰林生物技术股份有限公司,"ZheJiangTailin Bioengineering Co.,Ltd.",A股,上市
300814.SZ,300814,中富电路,深圳中富电路股份有限公司,SHENZHEN JOVE ENTERPRISE LIMITED,A股,上市
300815.SZ,300815,玉禾田,玉禾田环境发展集团股份有限公司,"EIT Environmental Development Group CO., Ltd",A股,上市
300816.SZ,300816,艾可蓝,安徽艾可蓝环保股份有限公司,"Actblue Co.,Ltd.",A股,上市
300817.SZ,300817,双飞股份,浙江双飞无油轴承股份有限公司,"ZHEJIANG SF OILLESS BEARING CO.,LTD.",A股,上市
300818.SZ,300818,耐普矿机,江西耐普矿机股份有限公司,"Naipu Mining Machinery Co., Ltd.",A股,上市
300819.SZ,300819,聚杰微纤,江苏聚杰微纤科技集团股份有限公司,"Jiangsu Jujie Microfiber Technology Group Co., Ltd.",A股,上市
300820.SZ,300820,英杰电气,四川英杰电气股份有限公司,"Sichuan Injet Electric Co., Ltd.",A股,上市
300821.SZ,300821,东岳硅材,山东东岳有机硅材料股份有限公司,"Shandong Dongyue Organosilicon Materials Co., Ltd.",A股,上市
300822.SZ,300822,贝仕达克,深圳贝仕达克技术股份有限公司,"Shenzhen Bestek Technology Co., Ltd.",A股,上市
300823.SZ,300823,建科机械,建科机械(天津)股份有限公司,"TJK MACHINERY (TIANJIN) CO., LTD.",A股,上市
300824.SZ,300824,北鼎股份,深圳市北鼎晶辉科技股份有限公司,"Shenzhen Crastal Technology Co.,Ltd",A股,上市
300825.SZ,300825,阿尔特,阿尔特汽车技术股份有限公司,"IAT Automobile Technology Co., Ltd.",A股,上市
300826.SZ,300826,测绘股份,南京市测绘勘察研究院股份有限公司,"NanJing Research Institute of Surveying, Mapping & Geotechnical Investigation, Co.Ltd.",A股,上市
300827.SZ,300827,上能电气,上能电气股份有限公司,"SINENG ELECTRIC CO.,LTD.",A股,上市
300828.SZ,300828,锐新科技,天津锐新昌科技股份有限公司,"Tianjin Ruixin Technology Co.,Ltd",A股,上市
300829.SZ,300829,金丹科技,河南金丹乳酸科技股份有限公司,"Henan Jindan Lactic Acid Technology Co., Ltd",A股,上市
300830.SZ,300830,金现代,金现代信息产业股份有限公司,"JinXianDai Information Industry Co.,Ltd.",A股,上市
300831.SZ,300831,派瑞股份,西安派瑞功率半导体变流技术股份有限公司,"XI’AN PERI POWER SEMICONDUCTOR CONVERTING TECHNOLOGY CO.,LTD.",A股,上市
300832.SZ,300832,新产业,深圳市新产业生物医学工程股份有限公司,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",A股,上市
300833.SZ,300833,浩洋股份,广州市浩洋电子股份有限公司,"GUANGZHOU HAOYANG ELECTRONIC CO.,LTD.",A股,上市
300834.SZ,300834,星辉环材,星辉环保材料股份有限公司,"RASTAR ENVIRONMENTAL PROTECTION MATERIALS CO.,LTD.",A股,上市
300835.SZ,300835,龙磁科技,安徽龙磁科技股份有限公司,"SINOMAG TECHNOLOGY CO., LTD.",A股,上市
300836.SZ,300836,佰奥智能,昆山佰奥智能装备股份有限公司,"Kunshan TopA Intelligent Equipment Co.,Ltd.",A股,上市
300837.SZ,300837,浙矿股份,浙矿重工股份有限公司,"Zhe Kuang Heavy Industry Co.,Ltd.",A股,上市
300838.SZ,300838,浙江力诺,浙江力诺流体控制科技股份有限公司,"Zhejiang Linuo Flow Control Technology Co.,Ltd.",A股,上市
300839.SZ,300839,博汇股份,宁波博汇化工科技股份有限公司,"Ningbo Bohui Chemical Technology Co., Ltd",A股,上市
300840.SZ,300840,酷特智能,青岛酷特智能股份有限公司,"QING DAO KUTESMART CO.,LTD.",A股,上市
300841.SZ,300841,康华生物,成都康华生物制品股份有限公司,"Chengdu Kanghua Biological Products Co., Ltd.",A股,上市
300842.SZ,300842,帝科股份,无锡帝科电子材料股份有限公司,"Wuxi DK Electronic Materials Co.,Ltd.",A股,上市
300843.SZ,300843,胜蓝股份,胜蓝科技股份有限公司,"Shenglan Technology Co., Ltd.",A股,上市
300844.SZ,300844,山水比德,广州山水比德设计股份有限公司,"S.P.I Landscape Design Co., Ltd.",A股,上市
300845.SZ,300845,捷安高科,郑州捷安高科股份有限公司,"ZhengzhouJ&THi-TechCo.,Ltd.",A股,上市
300846.SZ,300846,首都在线,北京首都在线科技股份有限公司,"CAPITALONLINE DATE SERVICE CO.,LTD.",A股,上市
300847.SZ,300847,中船汉光,中船重工汉光科技股份有限公司,"HG Technologies Co., Ltd.",A股,上市
300848.SZ,300848,美瑞新材,美瑞新材料股份有限公司,"Miracll Chemicals Co., Ltd.",A股,上市
300849.SZ,300849,锦盛新材,浙江锦盛新材料股份有限公司,"Zhejiang Jinsheng New Materials Co., Ltd.",A股,上市
300850.SZ,300850,新强联,洛阳新强联回转支承股份有限公司,"Luoyang Xinqianglian Slewing Bearings Co.,Ltd.",A股,上市
300851.SZ,300851,交大思诺,北京交大思诺科技股份有限公司,"Beijing Jiaoda Signal Technology Co.,Ltd.",A股,上市
300852.SZ,300852,四会富仕,四会富仕电子科技股份有限公司,"Sihui Fuji Electronics Technology Co.,Ltd.",A股,上市
300853.SZ,300853,申昊科技,杭州申昊科技股份有限公司,"Hangzhou Shenhao Technology Co.,LTD.",A股,上市
300854.SZ,300854,中兰环保,中兰环保科技股份有限公司,"GAD Environmental Technology Co., LTD.",A股,上市
300855.SZ,300855,图南股份,江苏图南合金股份有限公司,"Jiangsu ToLand Alloy Co.,Ltd",A股,上市
300856.SZ,300856,科思股份,南京科思化学股份有限公司,"Nanjing COSMOS Chemical Co., Ltd.",A股,上市
300857.SZ,300857,协创数据,协创数据技术股份有限公司,"SHARETRONIC DATA TECHNOLOGY CO., LTD.",A股,上市
300858.SZ,300858,科拓生物,北京科拓恒通生物技术股份有限公司,"Beijing Scitop Bio-tech Co., Ltd",A股,上市
300859.SZ,300859,西域旅游,西域旅游开发股份有限公司,"WESTERN REGIONS TOURISM DEVELOPMENT CO.,LTD.",A股,上市
300860.SZ,300860,锋尚文化,北京锋尚世纪文化传媒股份有限公司,"Beijing FengShangShiJi Culture Media Co.,Ltd.",A股,上市
300861.SZ,300861,美畅股份,杨凌美畅新材料股份有限公司,"Yangling Metron New Material Co., Ltd.",A股,上市
300862.SZ,300862,蓝盾光电,安徽蓝盾光电子股份有限公司,"ANHUI LANDUN PHOTOELECTRON CO.,LTD.",A股,上市
300863.SZ,300863,卡倍亿,宁波卡倍亿电气技术股份有限公司,"Ningbo KBE Electrical Technology Co.,Ltd.",A股,上市
300864.SZ,300864,南大环境,南京大学环境规划设计研究院集团股份公司,"Academy of Environmental Planning&Design,Co.,Ltd.Nanjing University",A股,上市
300865.SZ,300865,大宏立,成都大宏立机器股份有限公司,"CHENGDU DAHONGLI MACHINERY CO., LTD.",A股,上市
300866.SZ,300866,安克创新,安克创新科技股份有限公司,"Anker Innovations Technology Co., Ltd",A股,上市
300867.SZ,300867,圣元环保,圣元环保股份有限公司,"Shengyuan Environmental Protection Co.,Ltd.",A股,上市
300868.SZ,300868,杰美特,深圳市杰美特科技股份有限公司,"SHENZHEN JAME TECHNOLOGY CORP., LTD.",A股,上市
300869.SZ,300869,康泰医学,康泰医学系统(秦皇岛)股份有限公司,"CONTEC MEDICAL SYSTEMS CO. , LTD.",A股,上市
300870.SZ,300870,欧陆通,深圳欧陆通电子股份有限公司,"Shenzhen Honor Electronic Co., Ltd.",A股,上市
300871.SZ,300871,回盛生物,武汉回盛生物科技股份有限公司,"HVSEN BIOTECHNOLOGY CO.,LTD.",A股,上市
300872.SZ,300872,天阳科技,天阳宏业科技股份有限公司,"Tansun Technology Co., Ltd.",A股,上市
300873.SZ,300873,海晨股份,江苏海晨物流股份有限公司,"Hichain Logistics Co.,Ltd.",A股,上市
300875.SZ,300875,捷强装备,天津捷强动力装备股份有限公司,"Tianjin Jieqiang Power Equipment Co., Ltd.",A股,上市
300876.SZ,300876,蒙泰高新,广东蒙泰高新纤维股份有限公司,"Guangdong Modern High-tech Fiber Co., Ltd",A股,上市
300877.SZ,300877,金春股份,安徽金春无纺布股份有限公司,"AnHui Jinchun Nonwoven Co., Ltd.",A股,上市
300878.SZ,300878,维康药业,浙江维康药业股份有限公司,Zhejiang Wecome Pharmaceutical Company Limited,A股,上市
300879.SZ,300879,大叶股份,宁波大叶园林设备股份有限公司,"Ningbo Daye Garden Machinery Co.,Ltd.",A股,上市
300880.SZ,300880,迦南智能,宁波迦南智能电气股份有限公司,"Ningbo Jianan Electronics Co.,Ltd",A股,上市
300881.SZ,300881,盛德鑫泰,盛德鑫泰新材料股份有限公司,"Shengtak New Material Co., Ltd",A股,上市
300882.SZ,300882,万胜智能,浙江万胜智能科技股份有限公司,"Zhejiang Wellsun Intelligent Technology Co.,Ltd.",A股,上市
300883.SZ,300883,龙利得,龙利得智能科技股份有限公司,"LD Intelligent Technology CO., Ltd",A股,上市
300884.SZ,300884,狄耐克,厦门狄耐克智能科技股份有限公司,"Dnake (Xiamen) Intelligent Technology Co., Ltd.",A股,上市
300885.SZ,300885,海昌新材,扬州海昌新材股份有限公司,"Yangzhou Seashine New Materials Co.,Ltd.",A股,上市
300886.SZ,300886,华业香料,安徽华业香料股份有限公司,"Anhui Hyea Aromas Co., Ltd.",A股,上市
300887.SZ,300887,谱尼测试,谱尼测试集团股份有限公司,"Pony Testing International Group Co., Ltd.",A股,上市
300888.SZ,300888,稳健医疗,稳健医疗用品股份有限公司,"Winner Medical Co., Ltd.",A股,上市
300889.SZ,300889,爱克股份,深圳爱克莱特科技股份有限公司,"Shenzhen EXC-LED Technology Co.,Ltd",A股,上市
300890.SZ,300890,翔丰华,深圳市翔丰华科技股份有限公司,"Shenzhen XFH Technology Co.,Ltd",A股,上市
300891.SZ,300891,惠云钛业,广东惠云钛业股份有限公司,"Guangdong Huiyun Titanium Industry Co., Ltd.",A股,上市
300892.SZ,300892,品渥食品,品渥食品股份有限公司,"Pinlive Foods Co., Ltd.",A股,上市
300893.SZ,300893,松原股份,浙江松原汽车安全系统股份有限公司,"Zhejiang Songyuan Automotive Safety Systems Co.,Ltd.",A股,上市
300894.SZ,300894,火星人,火星人厨具股份有限公司,"Marssenger Kitchenware Co., Ltd.",A股,上市
300895.SZ,300895,铜牛信息,北京铜牛信息科技股份有限公司,"BEIJING TOPNEW INFO&TECH CO., LTD.",A股,上市
300896.SZ,300896,爱美客,爱美客技术发展股份有限公司,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD",A股,上市
300897.SZ,300897,山科智能,杭州山科智能科技股份有限公司,"Hangzhou Seck Intelligent Technology Co.,Ltd",A股,上市
300898.SZ,300898,熊猫乳品,熊猫乳品集团股份有限公司,Panda Dairy Corporation.,A股,上市
300899.SZ,300899,上海凯鑫,上海凯鑫分离技术股份有限公司,Keysino Separation Technology Inc.,A股,上市
300900.SZ,300900,广联航空,广联航空工业股份有限公司,"Guanglian Aviation Industry Co., Ltd",A股,上市
300901.SZ,300901,中胤时尚,浙江中胤时尚股份有限公司,"ZHEJIANG ZOENN DESIGN CO., LTD.",A股,上市
300902.SZ,300902,国安达,国安达股份有限公司,"GUOANDA CO.,LTD.",A股,上市
300903.SZ,300903,科翔股份,广东科翔电子科技股份有限公司,"Guangdong Kingshine Electronic Technology Co.,Ltd.",A股,上市
300905.SZ,300905,宝丽迪,苏州宝丽迪材料科技股份有限公司,"Poly Plastic Masterbatch (SuZhou) Co.,Ltd.",A股,上市
300906.SZ,300906,日月明,江西日月明测控科技股份有限公司,"Jiangxi Everbright Measurement And Control Technology Co.,Ltd.",A股,上市
300907.SZ,300907,康平科技,康平科技(苏州)股份有限公司,"Kangping Technology (Suzhou) Co.,Ltd.",A股,上市
300908.SZ,300908,仲景食品,仲景食品股份有限公司,"Zhongjing Food Co., Ltd.",A股,上市
300909.SZ,300909,汇创达,深圳市汇创达科技股份有限公司,"SHENZHEN HUI CHUANG DA TECHNOLOGY CO., LTD.",A股,上市
300910.SZ,300910,瑞丰新材,新乡市瑞丰新材料股份有限公司,"Xinxiang Richful Lube Additive Co., Ltd",A股,上市
300911.SZ,300911,亿田智能,浙江亿田智能厨电股份有限公司,"Zhejiang Entive Smart Kitchen Appliance Co., Ltd.",A股,上市
300912.SZ,300912,凯龙高科,凯龙高科技股份有限公司,"Kailong High Technology Co., Ltd.",A股,上市
300913.SZ,300913,兆龙互连,浙江兆龙互连科技股份有限公司,"Zhejiang Zhaolong Interconnect Technology Co., Limited",A股,上市
300915.SZ,300915,海融科技,上海海融食品科技股份有限公司,"Shanghai Hi-Road Food Technology Co., Ltd.",A股,上市
300916.SZ,300916,朗特智能,深圳朗特智能控制股份有限公司,"Shenzhen Longtech Smart Control Co., Ltd.",A股,上市
300917.SZ,300917,特发服务,深圳市特发服务股份有限公司,"Shenzhen SDG Service Co., Ltd.",A股,上市
300918.SZ,300918,南山智尚,山东南山智尚科技股份有限公司,"SHANDONG NANSHAN FASHION SCI-TECH CO.,LTD",A股,上市
300919.SZ,300919,中伟股份,中伟新材料股份有限公司,"CNGR Advanced Material Co.,Ltd.",A股,上市
300920.SZ,300920,润阳科技,浙江润阳新材料科技股份有限公司,"Zhejiang Runyang New Material Technology Co.,Ltd.",A股,上市
300921.SZ,300921,南凌科技,南凌科技股份有限公司,NOVA Technology Corporation Limited,A股,上市
300922.SZ,300922,天秦装备,秦皇岛天秦装备制造股份有限公司,"Qinhuangdao Tianqin Equipment Manufacturing Co.,Ltd.",A股,上市
300923.SZ,300923,研奥股份,研奥电气股份有限公司,"Yeal Electric Co., Ltd",A股,上市
300925.SZ,300925,法本信息,深圳市法本信息技术股份有限公司,"Shenzhen Farben Information Technology Co.,Ltd.",A股,上市
300926.SZ,300926,博俊科技,江苏博俊工业科技股份有限公司,"Jiangsu Bojun Industrial Technology Co., Ltd",A股,上市
300927.SZ,300927,江天化学,南通江天化学股份有限公司,"Nantong JiangTian Chemical Co., Ltd.",A股,上市
300928.SZ,300928,华安鑫创,华安鑫创控股(北京)股份有限公司,"HAXC Holdings (Beijing) Co., Ltd.",A股,上市
300929.SZ,300929,华骐环保,安徽华骐环保科技股份有限公司,"Anhui Huaqi Environmental Protection&Technology Co.,Ltd.",A股,上市
300930.SZ,300930,屹通新材,杭州屹通新材料股份有限公司,"Hang zhou Yitong New Materials Co.,Ltd.",A股,上市
300931.SZ,300931,通用电梯,通用电梯股份有限公司,"General Elevator Co., Ltd",A股,上市
300932.SZ,300932,三友联众,三友联众集团股份有限公司,Sanyou Corporation Limited,A股,上市
300933.SZ,300933,中辰股份,中辰电缆股份有限公司,"SINOSTAR CABLE CO., LTD.",A股,上市
300935.SZ,300935,盈建科,北京盈建科软件股份有限公司,"Beijing YJK Building Software Co.,Ltd.",A股,上市
300936.SZ,300936,中英科技,常州中英科技股份有限公司,"Changzhou Zhongying Science & Technology Co.,Ltd",A股,上市
300937.SZ,300937,药易购,四川合纵药易购医药股份有限公司,"Sichuan Hezong Medicine Easy-to-buy Pharmaceutical Co., Ltd.",A股,上市
300938.SZ,300938,信测标准,深圳信测标准技术服务股份有限公司,"EMTEK (Shenzhen) Co. ,Ltd.",A股,上市
300939.SZ,300939,秋田微,深圳秋田微电子股份有限公司,"Shenzhen AV-Display Co., Ltd.",A股,上市
300940.SZ,300940,南极光,深圳市南极光电子科技股份有限公司,"SHEN ZHEN AUSTRALIS ELECTRONIC TECHNOLOGY CO.,LTD.",A股,上市
300941.SZ,300941,创识科技,福建创识科技股份有限公司,"Chase Science Co.,Ltd",A股,上市
300942.SZ,300942,易瑞生物,深圳市易瑞生物技术股份有限公司,"Shenzhen Bioeasy Biotechnology Co., Ltd.",A股,上市
300943.SZ,300943,春晖智控,浙江春晖智能控制股份有限公司,"Zhejiang Chunhui Intelligent Control Co.,Ltd",A股,上市
300945.SZ,300945,曼卡龙,曼卡龙珠宝股份有限公司,"MCLON JEWELLERY CO.,LTD.",A股,上市
300946.SZ,300946,恒而达,福建恒而达新材料股份有限公司,"Hengerda New Materials (Fujian) Co., Ltd.",A股,上市
300947.SZ,300947,德必集团,上海德必文化创意产业发展(集团)股份有限公司,Shanghai DOBE Cultural & Creative Industry Development ( Group) Co. LTD.,A股,上市
300948.SZ,300948,冠中生态,青岛冠中生态股份有限公司,"QINGDAO GREENSUM ECOLOGY CO., LTD.",A股,上市
300949.SZ,300949,奥雅设计,深圳奥雅设计股份有限公司,SHENZHEN L&A DESIGN HOLDING LIMITED,A股,上市
300950.SZ,300950,德固特,青岛德固特节能装备股份有限公司,"Doright Co.,Ltd.",A股,上市
300951.SZ,300951,博硕科技,深圳市博硕科技股份有限公司,"SHENZHEN BSC TECHNOLOGY CO.,LTD.",A股,上市
300952.SZ,300952,恒辉安防,江苏恒辉安防股份有限公司,"Jiangsu Hanvo Safety Product Co., Ltd.",A股,上市
300953.SZ,300953,震裕科技,宁波震裕科技股份有限公司,"Ningbo Zhenyu Technology Co., Ltd.",A股,上市
300955.SZ,300955,嘉亨家化,嘉亨家化股份有限公司,"Jahen Household Products Co., Ltd.",A股,上市
300956.SZ,300956,英力股份,安徽英力电子科技股份有限公司,Anhui Shiny Electronic Technology Company Limited,A股,上市
300957.SZ,300957,贝泰妮,云南贝泰妮生物科技集团股份有限公司,Yunnan Botanee Bio-Technology Group Co. LTD,A股,上市
300958.SZ,300958,建工修复,北京建工环境修复股份有限公司,"BCEG Environmental Remediation Co., Ltd.",A股,上市
300959.SZ,300959,线上线下,无锡线上线下通讯信息技术股份有限公司,"Wuxi Online Offline Communication Information Technology Co., Ltd.",A股,上市
300960.SZ,300960,通业科技,深圳通业科技股份有限公司,"Shenzhen Tongye Technology Co.,Ltd.",A股,上市
300961.SZ,300961,深水海纳,深水海纳水务集团股份有限公司,"Hynar Water Group Co., Ltd.",A股,上市
300962.SZ,300962,中金辐照,中金辐照股份有限公司,Zhongjin Irradiation Incorporated Company,A股,上市
300963.SZ,300963,中洲特材,上海中洲特种合金材料股份有限公司,"Shanghai Zhongzhou Special Alloy Materials Co., Ltd.",A股,上市
300964.SZ,300964,本川智能,江苏本川智能电路科技股份有限公司,"Jiangsu Allfavor Intelligent Circuits Technology CO.,Ltd.",A股,上市
300965.SZ,300965,恒宇信通,恒宇信通航空装备(北京)股份有限公司,"Beijing Hengyu Datacom Aviation Equipment co.,LTD",A股,上市
300966.SZ,300966,共同药业,湖北共同药业股份有限公司,"Hubei Goto Biopharm Co.,Ltd.",A股,上市
300967.SZ,300967,晓鸣股份,宁夏晓鸣农牧股份有限公司,"Ningxia Xiaoming Agriculture & Animal Husbandry Co., Ltd.",A股,上市
300968.SZ,300968,格林精密,广东格林精密部件股份有限公司,"Guangdong Green Precision Components Co., Ltd.",A股,上市
300969.SZ,300969,恒帅股份,宁波恒帅股份有限公司,"NINGBO HENGSHUAI Co., LTD.",A股,上市
300970.SZ,300970,华绿生物,江苏华绿生物科技股份有限公司,"Jiangsu Hualv Biological Technology Co.,Ltd.",A股,上市
300971.SZ,300971,博亚精工,襄阳博亚精工装备股份有限公司,"Xiangyang BOYA Precision Industrial Equipments Co., Ltd",A股,上市
300972.SZ,300972,万辰生物,福建万辰生物科技股份有限公司,"Fujian Wanchen Biotechnology Co., Ltd",A股,上市
300973.SZ,300973,立高食品,立高食品股份有限公司,"Ligao Foods Co., Ltd",A股,上市
300975.SZ,300975,商络电子,南京商络电子股份有限公司,Nanjing Sunlord Electronics Corporation LTD.,A股,上市
300976.SZ,300976,达瑞电子,东莞市达瑞电子股份有限公司,"Dongguan Tarry Electronics Co.,Ltd.",A股,上市
300977.SZ,300977,深圳瑞捷,深圳瑞捷工程咨询股份有限公司,"Shenzhen Ridge Engineering Consulting Co., Ltd.",A股,上市
300978.SZ,300978,东箭科技,广东东箭汽车科技股份有限公司,"WINBO-Dongjian Automotive Technology Co., Ltd.",A股,上市
300979.SZ,300979,华利集团,中山华利实业集团股份有限公司,Huali Industrial Group Company Limited,A股,上市
300980.SZ,300980,祥源新材,湖北祥源新材科技股份有限公司,Hubei Xiangyuan New Material Technology Inc.,A股,上市
300981.SZ,300981,中红医疗,中红普林医疗用品股份有限公司,"Zhonghong Pulin Medical Products Co.,Ltd.",A股,上市
300982.SZ,300982,苏文电能,苏文电能科技股份有限公司,"SUWEN ELECTRIC ENERGY TECHNOLOGY CO.,LTD.",A股,上市
300983.SZ,300983,尤安设计,上海尤安建筑设计股份有限公司,"Shanghai Urban Architecture Design Co.,Ltd.",A股,上市
300984.SZ,300984,金沃股份,浙江金沃精工股份有限公司,"Zhejiang JW Precision Machinery Co.,Ltd.",A股,上市
300985.SZ,300985,致远新能,长春致远新能源装备股份有限公司,"Changchun Zhiyuan New Energy Equipment Co.,Ltd.",A股,上市
300986.SZ,300986,志特新材,江西志特新材料股份有限公司,Jiangxi GETO New Materials Corporation Limited,A股,上市
300987.SZ,300987,川网传媒,四川新闻网传媒(集团)股份有限公司,"Sichuan Newsnet Media (Group) Co.,Ltd.",A股,上市
300988.SZ,300988,津荣天宇,天津津荣天宇精密机械股份有限公司,"TianJin JinRong TianYu Precision Machinery Co.,Ltd",A股,上市
300989.SZ,300989,蕾奥规划,深圳市蕾奥规划设计咨询股份有限公司,"LAY-OUT Planning Consultants Co., Ltd.",A股,上市
300990.SZ,300990,同飞股份,三河同飞制冷股份有限公司,"Sanhe Tongfei Refrigeration Co.,Ltd.",A股,上市
300991.SZ,300991,创益通,深圳市创益通技术股份有限公司,"Shenzhen Chuangyitong Technology Co.,Ltd.",A股,上市
300992.SZ,300992,泰福泵业,浙江泰福泵业股份有限公司,"ZHEJIANG TAIFU PUMP CO., LTD",A股,上市
300993.SZ,300993,玉马遮阳,山东玉马遮阳科技股份有限公司,"Shandong Yuma Sun-shading Technology Corp., Ltd.",A股,上市
